,Team,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Opp FG,Opp FGA,Opp FG%,Opp 2P,Opp 2PA,Opp 2P%,Opp 3P,Opp 3PA,Opp 3P%,Opp FT,Opp FTA,Opp FT%,Opp ORB,Opp DRB,Opp TRB,Opp AST,Opp STL,Opp BLK,Opp TOV,Opp PF,Opp PTS,gameid,Win?
4720,oakland,200,23,58,0.397,18,38,0.474,5,20,0.25,16,22,0.727,9,20,29,9,6,4,14,28,67,26,57,0.456,15,32,0.469,11,25,0.44,25,30,0.833,11,27,38,15,2,2,13,23,88,122201720,1
4721,wright-state,200,26,57,0.456,15,32,0.469,11,25,0.44,25,30,0.833,11,27,38,15,2,2,13,23,88,23,58,0.397,18,38,0.474,5,20,0.25,16,22,0.727,9,20,29,9,6,4,14,28,67,122201720,0
4722,georgetown,200,28,52,0.538,20,32,0.625,8,20,0.4,11,14,0.786,1,16,17,22,3,1,15,34,75,22,50,0.44,16,35,0.457,6,15,0.4,36,49,0.735,11,22,33,16,7,0,10,17,86,122201721,1
4723,xavier,200,22,50,0.44,16,35,0.457,6,15,0.4,36,49,0.735,11,22,33,16,7,0,10,17,86,28,52,0.538,20,32,0.625,8,20,0.4,11,14,0.786,1,16,17,22,3,1,15,34,75,122201721,0
4724,alcorn-state,200,29,63,0.46,21,40,0.525,8,23,0.348,15,18,0.833,15,20,35,12,9,1,8,22,81,25,52,0.481,21,38,0.553,4,14,0.286,16,26,0.615,6,15,21,12,2,2,12,15,70,12320171,0
4725,alabama-am,200,25,52,0.481,21,38,0.553,4,14,0.286,16,26,0.615,6,15,21,12,2,2,12,15,70,29,63,0.46,21,40,0.525,8,23,0.348,15,18,0.833,15,20,35,12,9,1,8,22,81,12320171,1
4726,southern,200,23,55,0.418,20,41,0.488,3,14,0.214,16,29,0.552,11,23,34,10,2,3,10,14,65,31,59,0.525,22,35,0.629,9,24,0.375,8,15,0.533,6,23,29,13,3,3,5,16,79,12320172,1
4727,alabama-state,200,31,59,0.525,22,35,0.629,9,24,0.375,8,15,0.533,6,23,29,13,3,3,5,16,79,23,55,0.418,20,41,0.488,3,14,0.214,16,29,0.552,11,23,34,10,2,3,10,14,65,12320172,0
4728,troy,200,25,54,0.463,20,41,0.488,5,13,0.385,23,29,0.793,9,21,30,10,4,2,11,20,78,19,44,0.432,12,25,0.48,7,19,0.368,24,29,0.828,5,20,25,13,3,1,14,21,69,12320173,0
4729,arkansas-little-rock,200,19,44,0.432,12,25,0.48,7,19,0.368,24,29,0.828,5,20,25,13,3,1,14,21,69,25,54,0.463,20,41,0.488,5,13,0.385,23,29,0.793,9,21,30,10,4,2,11,20,78,12320173,1
4730,prairie-view,250,24,62,0.387,15,27,0.556,9,35,0.257,11,18,0.611,8,30,38,15,12,6,23,19,68,23,61,0.377,13,37,0.351,10,24,0.417,15,20,0.75,8,26,34,13,6,1,24,18,71,12320174,1
4731,arkansas-pine-bluff,250,23,61,0.377,13,37,0.351,10,24,0.417,15,20,0.75,8,26,34,13,6,1,24,18,71,24,62,0.387,15,27,0.556,9,35,0.257,11,18,0.611,8,30,38,15,12,6,23,19,68,12320174,0
4732,south-alabama,200,21,52,0.404,15,33,0.455,6,19,0.316,14,20,0.7,7,19,26,10,8,4,11,15,62,30,58,0.517,24,38,0.632,6,20,0.3,8,12,0.667,12,24,36,14,5,4,16,19,74,12320175,1
4733,arkansas-state,200,30,58,0.517,24,38,0.632,6,20,0.3,8,12,0.667,12,24,36,14,5,4,16,19,74,21,52,0.404,15,33,0.455,6,19,0.316,14,20,0.7,7,19,26,10,8,4,11,15,62,12320175,0
4734,norfolk-state,200,25,53,0.472,19,31,0.613,6,22,0.273,18,28,0.643,7,21,28,10,4,3,7,27,74,19,43,0.442,11,24,0.458,8,19,0.421,18,37,0.486,7,21,28,12,2,2,12,24,64,12320176,0
4735,coppin-state,200,19,43,0.442,11,24,0.458,8,19,0.421,18,37,0.486,7,21,28,12,2,2,12,24,64,25,53,0.472,19,31,0.613,6,22,0.273,18,28,0.643,7,21,28,10,4,3,7,27,74,12320176,1
4736,north-carolina-state,200,29,57,0.509,23,41,0.561,6,16,0.375,20,30,0.667,7,26,33,9,5,1,9,19,84,30,64,0.469,22,36,0.611,8,28,0.286,14,21,0.667,10,27,37,16,7,4,11,22,82,12320177,0
4737,duke,200,30,64,0.469,22,36,0.611,8,28,0.286,14,21,0.667,10,27,37,16,7,4,11,22,82,29,57,0.509,23,41,0.561,6,16,0.375,20,30,0.667,7,26,33,9,5,1,9,19,84,12320177,1
4738,maryland-eastern-shore,200,30,61,0.492,21,36,0.583,9,25,0.36,17,25,0.68,5,28,33,12,6,0,12,23,86,27,55,0.491,19,35,0.543,8,20,0.4,17,27,0.63,5,27,32,10,5,2,13,21,79,12320178,0
4739,florida-am,200,27,55,0.491,19,35,0.543,8,20,0.4,17,27,0.63,5,27,32,10,5,2,13,21,79,30,61,0.492,21,36,0.583,9,25,0.36,17,25,0.68,5,28,33,12,6,0,12,23,86,12320178,1
4740,coastal-carolina,200,34,76,0.447,27,50,0.54,7,26,0.269,5,6,0.833,8,22,30,10,7,2,7,21,80,29,55,0.527,16,24,0.667,13,31,0.419,20,27,0.741,6,30,36,16,2,4,12,13,91,12320179,1
4741,georgia-southern,200,29,55,0.527,16,24,0.667,13,31,0.419,20,27,0.741,6,30,36,16,2,4,12,13,91,34,76,0.447,27,50,0.54,7,26,0.269,5,6,0.833,8,22,30,10,7,2,7,21,80,12320179,0
4742,appalachian-state,200,22,56,0.393,15,31,0.484,7,25,0.28,21,24,0.875,9,20,29,11,3,2,16,17,72,33,58,0.569,30,44,0.682,3,14,0.214,14,23,0.609,7,20,27,14,11,3,9,19,83,123201710,1
4743,georgia-state,200,33,58,0.569,30,44,0.682,3,14,0.214,14,23,0.609,7,20,27,14,11,3,9,19,83,22,56,0.393,15,31,0.484,7,25,0.28,21,24,0.875,9,20,29,11,3,2,16,17,72,123201710,0
4744,cleveland-state,200,23,63,0.365,14,41,0.341,9,22,0.409,18,25,0.72,13,15,28,11,10,5,15,31,73,27,54,0.5,23,42,0.548,4,12,0.333,25,37,0.676,13,24,37,13,5,7,16,24,83,123201711,1
4745,green-bay,200,27,54,0.5,23,42,0.548,4,12,0.333,25,37,0.676,13,24,37,13,5,7,16,24,83,23,63,0.365,14,41,0.341,9,22,0.409,18,25,0.72,13,15,28,11,10,5,15,31,73,123201711,0
4746,american,200,22,44,0.5,16,25,0.64,6,19,0.316,5,12,0.417,5,20,25,12,5,3,23,24,55,18,42,0.429,15,27,0.556,3,15,0.2,24,34,0.706,7,20,27,10,16,2,16,16,63,123201712,1
4747,holy-cross,200,18,42,0.429,15,27,0.556,3,15,0.2,24,34,0.706,7,20,27,10,16,2,16,16,63,22,44,0.5,16,25,0.64,6,19,0.316,5,12,0.417,5,20,25,12,5,3,23,24,55,123201712,0
4748,quinnipiac,200,26,71,0.366,19,46,0.413,7,25,0.28,15,23,0.652,10,22,32,12,6,3,11,20,74,25,61,0.41,15,37,0.405,10,24,0.417,24,28,0.857,12,34,46,13,5,5,20,19,84,123201713,1
4749,iona,200,25,61,0.41,15,37,0.405,10,24,0.417,24,28,0.857,12,34,46,13,5,5,20,19,84,26,71,0.366,19,46,0.413,7,25,0.28,15,23,0.652,10,22,32,12,6,3,11,20,74,123201713,0
4750,texas-southern,225,24,71,0.338,16,42,0.381,8,29,0.276,33,47,0.702,15,16,31,7,9,2,6,26,89,38,63,0.603,30,47,0.638,8,16,0.5,19,27,0.704,12,36,48,22,2,0,22,31,103,123201714,1
4751,mississippi-valley-state,225,38,63,0.603,30,47,0.638,8,16,0.5,19,27,0.704,12,36,48,22,2,0,22,31,103,24,71,0.338,16,42,0.381,8,29,0.276,33,47,0.702,15,16,31,7,9,2,6,26,89,123201714,0
4752,canisius,200,30,68,0.441,23,47,0.489,7,21,0.333,17,23,0.739,13,18,31,16,9,1,8,15,84,33,62,0.532,25,42,0.595,8,20,0.4,17,17,1,8,24,32,18,4,4,12,18,91,123201715,1
4753,niagara,200,33,62,0.532,25,42,0.595,8,20,0.4,17,17,1,8,24,32,18,4,4,12,18,91,30,68,0.441,23,47,0.489,7,21,0.333,17,23,0.739,13,18,31,16,9,1,8,15,84,123201715,0
4754,howard,200,15,53,0.283,14,37,0.378,1,16,0.063,8,14,0.571,16,19,35,4,6,3,16,19,39,26,53,0.491,18,34,0.529,8,19,0.421,14,19,0.737,10,23,33,11,5,2,9,18,74,123201716,1
4755,north-carolina-central,200,26,53,0.491,18,34,0.529,8,19,0.421,14,19,0.737,10,23,33,11,5,2,9,18,74,15,53,0.283,14,37,0.378,1,16,0.063,8,14,0.571,16,19,35,4,6,3,16,19,39,123201716,0
4756,texas-christian,200,24,61,0.393,18,35,0.514,6,26,0.231,22,24,0.917,11,20,31,10,2,2,12,20,76,32,59,0.542,27,44,0.614,5,15,0.333,20,21,0.952,3,23,26,13,6,4,6,18,89,123201717,1
4757,oklahoma-state,200,32,59,0.542,27,44,0.614,5,15,0.333,20,21,0.952,3,23,26,13,6,4,6,18,89,24,61,0.393,18,35,0.514,6,26,0.231,22,24,0.917,11,20,31,10,2,2,12,20,76,123201717,0
4758,gonzaga,200,31,60,0.517,23,36,0.639,8,24,0.333,13,18,0.722,8,31,39,15,3,5,8,17,83,23,64,0.359,15,44,0.341,8,20,0.4,10,15,0.667,10,23,33,12,2,4,10,20,64,123201718,0
4759,portland,200,23,64,0.359,15,44,0.341,8,20,0.4,10,15,0.667,10,23,33,12,2,4,10,20,64,31,60,0.517,23,36,0.639,8,24,0.333,13,18,0.722,8,31,39,15,3,5,8,17,83,123201718,1
4760,rider,200,21,50,0.42,17,38,0.447,4,12,0.333,5,15,0.333,8,25,33,7,5,6,16,18,51,17,52,0.327,10,33,0.303,7,19,0.368,15,21,0.714,11,21,32,7,10,3,10,18,56,123201719,1
4761,saint-peters,200,17,52,0.327,10,33,0.303,7,19,0.368,15,21,0.714,11,21,32,7,10,3,10,18,56,21,50,0.42,17,38,0.447,4,12,0.333,5,15,0.333,8,25,33,7,5,6,16,18,51,123201719,0
4762,delaware-state,200,27,65,0.415,15,34,0.441,12,31,0.387,13,24,0.542,9,23,32,19,4,4,19,20,79,31,68,0.456,17,27,0.63,14,41,0.341,18,25,0.72,9,32,41,22,10,4,16,20,94,123201720,1
4763,savannah-state,200,31,68,0.456,17,27,0.63,14,41,0.341,18,25,0.72,9,32,41,22,10,4,16,20,94,27,65,0.415,15,34,0.441,12,31,0.387,13,24,0.542,9,23,32,19,4,4,19,20,79,123201720,0
4764,morgan-state,200,24,55,0.436,16,40,0.4,8,15,0.533,21,29,0.724,13,19,32,10,1,0,16,24,77,27,52,0.519,24,42,0.571,3,10,0.3,18,29,0.621,7,18,25,12,6,3,12,26,75,123201721,0
4765,south-carolina-state,200,27,52,0.519,24,42,0.571,3,10,0.3,18,29,0.621,7,18,25,12,6,3,12,26,75,24,55,0.436,16,40,0.4,8,15,0.533,21,29,0.724,13,19,32,10,1,0,16,24,77,123201721,1
4766,oklahoma,200,27,62,0.435,22,46,0.478,5,16,0.313,24,33,0.727,8,24,32,3,6,3,12,24,83,28,65,0.431,18,42,0.429,10,23,0.435,18,30,0.6,12,29,41,13,7,3,15,25,84,123201722,1
4767,texas,200,28,65,0.431,18,42,0.429,10,23,0.435,18,30,0.6,12,29,41,13,7,3,15,25,84,27,62,0.435,22,46,0.478,5,16,0.313,24,33,0.727,8,24,32,3,6,3,12,24,83,123201722,0
4768,louisiana-lafayette,200,24,73,0.329,15,42,0.357,9,31,0.29,14,22,0.636,17,17,34,15,7,2,12,20,71,40,70,0.571,27,39,0.692,13,31,0.419,15,21,0.714,15,33,48,27,9,4,16,18,108,123201723,1
4769,texas-arlington,200,40,70,0.571,27,39,0.692,13,31,0.419,15,21,0.714,15,33,48,27,9,4,16,18,108,24,73,0.329,15,42,0.357,9,31,0.29,14,22,0.636,17,17,34,15,7,2,12,20,71,123201723,0
4770,louisiana-monroe,200,22,54,0.407,16,36,0.444,6,18,0.333,7,10,0.7,9,23,32,12,3,2,10,16,57,24,53,0.453,18,32,0.563,6,21,0.286,9,17,0.529,9,25,34,17,5,7,8,14,63,123201724,1
4771,texas-state,200,24,53,0.453,18,32,0.563,6,21,0.286,9,17,0.529,9,25,34,17,5,7,8,14,63,22,54,0.407,16,36,0.444,6,18,0.333,7,10,0.7,9,23,32,12,3,2,10,16,57,123201724,0
4772,san-diego-state,200,21,56,0.375,13,27,0.481,8,29,0.276,7,12,0.583,10,24,34,12,5,4,12,21,57,20,52,0.385,14,34,0.412,6,18,0.333,14,23,0.609,8,25,33,12,4,4,10,12,60,12420171,1
4773,air-force,200,20,52,0.385,14,34,0.412,6,18,0.333,14,23,0.609,8,25,33,12,4,4,10,12,60,21,56,0.375,13,27,0.481,8,29,0.276,7,12,0.583,10,24,34,12,5,4,12,21,57,12420171,0
4774,bowling-green-state,200,30,79,0.38,23,48,0.479,7,31,0.226,9,18,0.5,12,30,42,14,1,3,5,22,76,26,68,0.382,18,31,0.581,8,37,0.216,22,26,0.846,9,35,44,12,1,3,9,20,82,12420172,1
4775,central-michigan,200,26,68,0.382,18,31,0.581,8,37,0.216,22,26,0.846,9,35,44,12,1,3,9,20,82,30,79,0.38,23,48,0.479,7,31,0.226,9,18,0.5,12,30,42,14,1,3,5,22,76,12420172,0
4776,duquesne,200,21,60,0.35,15,37,0.405,6,23,0.261,12,17,0.706,9,24,33,10,10,5,18,20,60,26,58,0.448,18,34,0.529,8,24,0.333,14,20,0.7,7,29,36,14,8,5,15,16,74,12420173,1
4777,davidson,200,26,58,0.448,18,34,0.529,8,24,0.333,14,20,0.7,7,29,36,14,8,5,15,16,74,21,60,0.35,15,37,0.405,6,23,0.261,12,17,0.706,9,24,33,10,10,5,18,20,60,12420173,0
4778,ball-state,200,28,59,0.475,22,39,0.564,6,20,0.3,26,30,0.867,10,30,40,17,7,5,18,19,88,27,68,0.397,18,49,0.367,9,19,0.474,17,20,0.85,12,19,31,14,10,10,13,22,80,12420174,0
4779,eastern-michigan,200,27,68,0.397,18,49,0.367,9,19,0.474,17,20,0.85,12,19,31,14,10,10,13,22,80,28,59,0.475,22,39,0.564,6,20,0.3,26,30,0.867,10,30,40,17,7,5,18,19,88,12420174,1
4780,tulane,200,18,59,0.305,13,36,0.361,5,23,0.217,10,18,0.556,11,23,34,9,5,1,12,22,51,22,55,0.4,15,33,0.455,7,22,0.318,14,20,0.7,9,31,40,12,2,3,12,19,65,12420175,1
4781,houston,200,22,55,0.4,15,33,0.455,7,22,0.318,14,20,0.7,9,31,40,12,2,3,12,19,65,18,59,0.305,13,36,0.361,5,23,0.217,10,18,0.556,11,23,34,9,5,1,12,22,51,12420175,0
4782,kansas-state,200,24,60,0.4,17,37,0.459,7,23,0.304,10,16,0.625,8,27,35,12,8,1,12,14,65,24,52,0.462,13,29,0.448,11,23,0.478,11,20,0.55,3,28,31,16,6,8,14,13,70,12420176,1
4783,iowa-state,200,24,52,0.462,13,29,0.448,11,23,0.478,11,20,0.55,3,28,31,16,6,8,14,13,70,24,60,0.4,17,37,0.459,7,23,0.304,10,16,0.625,8,27,35,12,8,1,12,14,65,12420176,0
4784,villanova,200,27,67,0.403,21,33,0.636,6,34,0.176,12,16,0.75,16,18,34,13,10,5,8,20,72,26,52,0.5,17,33,0.515,9,19,0.474,13,22,0.591,7,24,31,17,3,3,12,17,74,12420177,1
4785,marquette,200,26,52,0.5,17,33,0.515,9,19,0.474,13,22,0.591,7,24,31,17,3,3,12,17,74,27,67,0.403,21,33,0.636,6,34,0.176,12,16,0.75,16,18,34,13,10,5,8,20,72,12420177,0
4786,rutgers,200,21,62,0.339,18,51,0.353,3,11,0.273,10,24,0.417,17,16,33,9,8,6,15,15,55,23,52,0.442,15,32,0.469,8,20,0.4,13,19,0.684,9,25,34,15,7,6,18,19,67,12420178,1
4787,maryland,200,23,52,0.442,15,32,0.469,8,20,0.4,13,19,0.684,9,25,34,15,7,6,18,19,67,21,62,0.339,18,51,0.353,3,11,0.273,10,24,0.417,17,16,33,9,8,6,15,15,55,12420178,0
4788,buffalo,200,25,62,0.403,19,33,0.576,6,29,0.207,18,27,0.667,14,27,41,14,8,4,15,24,74,25,55,0.455,19,38,0.5,6,17,0.353,19,29,0.655,8,23,31,14,7,2,12,20,75,12420179,1
4789,miami-oh,200,25,55,0.455,19,38,0.5,6,17,0.353,19,29,0.655,8,23,31,14,7,2,12,20,75,25,62,0.403,19,33,0.576,6,29,0.207,18,27,0.667,14,27,41,14,8,4,15,24,74,12420179,0
4790,purdue,200,26,53,0.491,15,32,0.469,11,21,0.524,21,24,0.875,11,24,35,21,4,0,13,14,84,27,52,0.519,16,28,0.571,11,24,0.458,8,14,0.571,4,19,23,20,6,6,13,22,73,124201710,0
4791,michigan-state,200,27,52,0.519,16,28,0.571,11,24,0.458,8,14,0.571,4,19,23,20,6,6,13,22,73,26,53,0.491,15,32,0.469,11,21,0.524,21,24,0.875,11,24,35,21,4,0,13,14,84,124201710,1
4792,drake,225,27,69,0.391,18,37,0.486,9,32,0.281,9,14,0.643,10,30,40,11,5,2,9,24,72,22,64,0.344,16,39,0.41,6,25,0.24,21,32,0.656,16,31,47,12,6,2,10,16,71,124201711,0
4793,missouri-state,225,22,64,0.344,16,39,0.41,6,25,0.24,21,32,0.656,16,31,47,12,6,2,10,16,71,27,69,0.391,18,37,0.486,9,32,0.281,9,14,0.643,10,30,40,11,5,2,9,24,72,124201711,1
4794,utah-state,200,23,51,0.451,17,34,0.5,6,17,0.353,9,17,0.529,7,18,25,9,4,4,12,19,61,27,54,0.5,24,42,0.571,3,12,0.25,17,17,1,5,25,30,17,4,5,10,19,74,124201712,1
4795,new-mexico,200,27,54,0.5,24,42,0.571,3,12,0.25,17,17,1,5,25,30,17,4,5,10,19,74,23,51,0.451,17,34,0.5,6,17,0.353,9,17,0.529,7,18,25,9,4,4,12,19,61,124201712,0
4796,kent-state,200,25,56,0.446,16,35,0.457,9,21,0.429,14,22,0.636,11,26,37,12,5,6,13,20,73,24,52,0.462,19,37,0.514,5,15,0.333,13,21,0.619,7,20,27,10,4,2,11,19,66,124201713,0
4797,northern-illinois,200,24,52,0.462,19,37,0.514,5,15,0.333,13,21,0.619,7,20,27,10,4,2,11,19,66,25,56,0.446,16,35,0.457,9,21,0.429,14,22,0.636,11,26,37,12,5,6,13,20,73,124201713,1
4798,virginia,200,25,54,0.463,16,35,0.457,9,19,0.474,12,14,0.857,8,27,35,13,7,1,11,17,71,20,48,0.417,17,30,0.567,3,18,0.167,11,17,0.647,1,16,17,9,6,6,10,10,54,124201714,0
4799,notre-dame,200,20,48,0.417,17,30,0.567,3,18,0.167,11,17,0.647,1,16,17,9,6,6,10,10,54,25,54,0.463,16,35,0.457,9,19,0.474,12,14,0.857,8,27,35,13,7,1,11,17,71,124201714,1
4800,toledo,200,30,56,0.536,24,38,0.632,6,18,0.333,13,19,0.684,13,20,33,13,4,2,13,17,79,30,60,0.5,23,40,0.575,7,20,0.35,9,14,0.643,11,14,25,14,7,2,9,19,76,124201715,0
4801,ohio,200,30,60,0.5,23,40,0.575,7,20,0.35,9,14,0.643,11,14,25,14,7,2,9,19,76,30,56,0.536,24,38,0.632,6,18,0.333,13,19,0.684,13,20,33,13,4,2,13,17,79,124201715,1
4802,louisville,200,39,67,0.582,27,45,0.6,12,22,0.545,16,23,0.696,12,32,44,24,6,5,9,20,106,13,51,0.255,10,29,0.345,3,22,0.136,22,31,0.71,7,17,24,8,4,3,13,16,51,124201716,0
4803,pittsburgh,200,13,51,0.255,10,29,0.345,3,22,0.136,22,31,0.71,7,17,24,8,4,3,13,16,51,39,67,0.582,27,45,0.6,12,22,0.545,16,23,0.696,12,32,44,24,6,5,9,20,106,124201716,1
4804,auburn,200,21,59,0.356,18,38,0.474,3,21,0.143,24,39,0.615,14,20,34,8,7,8,19,24,69,30,61,0.492,15,35,0.429,15,26,0.577,23,33,0.697,12,23,35,23,7,5,15,29,98,124201717,1
4805,south-carolina,200,30,61,0.492,15,35,0.429,15,26,0.577,23,33,0.697,12,23,35,23,7,5,15,29,98,21,59,0.356,18,38,0.474,3,21,0.143,24,39,0.615,14,20,34,8,7,8,19,24,69,124201717,0
4806,saint-josephs,200,25,60,0.417,18,38,0.474,7,22,0.318,6,12,0.5,11,19,30,13,3,3,10,19,63,23,47,0.489,17,29,0.586,6,18,0.333,15,19,0.789,5,24,29,10,4,1,14,17,67,124201718,1
4807,st-bonaventure,200,23,47,0.489,17,29,0.586,6,18,0.333,15,19,0.789,5,24,29,10,4,1,14,17,67,25,60,0.417,18,38,0.474,7,22,0.318,6,12,0.5,11,19,30,13,3,3,10,19,63,124201718,0
4808,wake-forest,200,26,59,0.441,19,35,0.543,7,24,0.292,17,23,0.739,11,18,29,16,4,1,10,25,76,25,54,0.463,16,30,0.533,9,24,0.375,22,30,0.733,9,20,29,18,8,5,10,19,81,124201719,1
4809,syracuse,200,25,54,0.463,16,30,0.533,9,24,0.375,22,30,0.733,9,20,29,18,8,5,10,19,81,26,59,0.441,19,35,0.543,7,24,0.292,17,23,0.739,11,18,29,16,4,1,10,25,76,124201719,0
4810,kentucky,200,25,60,0.417,19,36,0.528,6,24,0.25,24,31,0.774,8,31,39,14,4,7,14,20,80,30,64,0.469,25,54,0.463,5,10,0.5,17,27,0.63,5,32,37,18,8,4,9,22,82,124201720,1
4811,tennessee,200,30,64,0.469,25,54,0.463,5,10,0.5,17,27,0.63,5,32,37,18,8,4,9,22,82,25,60,0.417,19,36,0.528,6,24,0.25,24,31,0.774,8,31,39,14,4,7,14,20,80,124201720,0
4812,arkansas,200,24,59,0.407,18,39,0.462,6,20,0.3,17,24,0.708,11,22,33,6,6,3,10,20,71,20,47,0.426,11,21,0.524,9,26,0.346,21,26,0.808,6,24,30,12,2,3,14,20,70,124201721,0
4813,vanderbilt,200,20,47,0.426,11,21,0.524,9,26,0.346,21,26,0.808,6,24,30,12,2,3,14,20,70,24,59,0.407,18,39,0.462,6,20,0.3,17,24,0.708,11,22,33,6,6,3,10,20,71,124201721,1
4814,kansas,200,25,59,0.424,12,30,0.4,13,29,0.448,6,15,0.4,10,18,28,16,3,2,13,22,69,29,60,0.483,21,40,0.525,8,20,0.4,19,23,0.826,13,25,38,22,9,4,8,18,85,124201722,1
4815,west-virginia,200,29,60,0.483,21,40,0.525,8,20,0.4,19,23,0.826,13,25,38,22,9,4,8,18,85,25,59,0.424,12,30,0.4,13,29,0.448,6,15,0.4,10,18,28,16,3,2,13,22,69,124201722,0
4816,akron,200,29,53,0.547,17,30,0.567,12,23,0.522,20,27,0.741,3,26,29,15,2,5,8,23,90,29,69,0.42,22,53,0.415,7,16,0.438,15,23,0.652,12,22,34,12,3,2,5,23,80,124201723,0
4817,western-michigan,200,29,69,0.42,22,53,0.415,7,16,0.438,15,23,0.652,12,22,34,12,3,2,5,23,80,29,53,0.547,17,30,0.567,12,23,0.522,20,27,0.741,3,26,29,15,2,5,8,23,90,124201723,1
4818,southern-illinois,200,15,54,0.278,14,42,0.333,1,12,0.083,14,23,0.609,7,16,23,3,7,0,13,19,45,32,57,0.561,23,38,0.605,9,19,0.474,14,20,0.7,10,35,45,21,5,3,13,20,87,124201724,1
4819,wichita-state,200,32,57,0.561,23,38,0.605,9,19,0.474,14,20,0.7,10,35,45,21,5,3,13,20,87,15,54,0.278,14,42,0.333,1,12,0.083,14,23,0.609,7,16,23,3,7,0,13,19,45,124201724,0
4820,penn-state,200,19,49,0.388,10,31,0.323,9,18,0.5,8,12,0.667,7,16,23,13,5,4,17,22,55,26,55,0.473,17,32,0.531,9,23,0.391,21,29,0.724,12,23,35,15,7,1,11,15,82,124201725,1
4821,wisconsin,200,26,55,0.473,17,32,0.531,9,23,0.391,21,29,0.724,12,23,35,15,7,1,11,15,82,19,49,0.388,10,31,0.323,9,18,0.5,8,12,0.667,7,16,23,13,5,4,17,22,55,124201725,0
4822,vermont,200,22,50,0.44,19,32,0.594,3,18,0.167,13,20,0.65,5,29,34,12,1,7,14,19,60,19,64,0.297,18,56,0.321,1,8,0.125,10,13,0.769,12,25,37,8,8,1,9,20,49,12520171,0
4823,albany-ny,200,19,64,0.297,18,56,0.321,1,8,0.125,10,13,0.769,12,25,37,8,8,1,9,20,49,22,50,0.44,19,32,0.594,3,18,0.167,13,20,0.65,5,29,34,12,1,7,14,19,60,12520171,1
4824,navy,200,25,52,0.481,18,33,0.545,7,19,0.368,14,19,0.737,16,19,35,14,8,2,10,13,71,18,39,0.462,13,26,0.5,5,13,0.385,12,15,0.8,3,15,18,11,9,2,13,13,53,12520172,0
4825,american,200,18,39,0.462,13,26,0.5,5,13,0.385,12,15,0.8,3,15,18,11,9,2,13,13,53,25,52,0.481,18,33,0.545,7,19,0.368,14,19,0.737,16,19,35,14,8,2,10,13,71,12520172,1
4826,washington,200,29,72,0.403,18,41,0.439,11,31,0.355,6,13,0.462,13,26,39,20,7,6,13,26,75,26,61,0.426,15,36,0.417,11,25,0.44,23,34,0.676,10,28,38,11,5,2,10,15,86,12520173,1
4827,arizona-state,200,26,61,0.426,15,36,0.417,11,25,0.44,23,34,0.676,10,28,38,11,5,2,10,15,86,29,72,0.403,18,41,0.439,11,31,0.355,6,13,0.462,13,26,39,20,7,6,13,26,75,12520173,0
4828,texas-tech,200,24,58,0.414,20,40,0.5,4,18,0.222,9,10,0.9,7,16,23,14,5,2,5,22,61,17,48,0.354,12,27,0.444,5,21,0.238,26,28,0.929,10,22,32,12,3,7,16,20,65,12520174,1
4829,baylor,200,17,48,0.354,12,27,0.444,5,21,0.238,26,28,0.929,10,22,32,12,3,7,16,20,65,24,58,0.414,20,40,0.5,4,18,0.222,9,10,0.9,7,16,23,14,5,2,5,22,61,12520174,0
4830,hartford,200,21,58,0.362,14,31,0.452,7,27,0.259,6,12,0.5,10,17,27,8,5,7,10,16,55,28,59,0.475,18,39,0.462,10,20,0.5,10,14,0.714,10,29,39,19,6,2,9,14,76,12520175,1
4831,binghamton,200,28,59,0.475,18,39,0.462,10,20,0.5,10,14,0.714,10,29,39,19,6,2,9,14,76,21,58,0.362,14,31,0.452,7,27,0.259,6,12,0.5,10,17,27,8,5,7,10,16,55,12520175,0
4832,nevada,200,26,63,0.413,17,36,0.472,9,27,0.333,15,18,0.833,10,26,36,14,6,8,7,13,76,20,57,0.351,14,33,0.424,6,24,0.25,11,14,0.786,7,27,34,12,2,2,12,16,57,12520176,0
4833,boise-state,200,20,57,0.351,14,33,0.424,6,24,0.25,11,14,0.786,7,27,34,12,2,2,12,16,57,26,63,0.413,17,36,0.472,9,27,0.333,15,18,0.833,10,26,36,14,6,8,7,13,76,12520176,1
4834,army,225,29,60,0.483,16,32,0.5,13,28,0.464,18,32,0.563,8,27,35,18,9,1,12,23,89,32,61,0.525,23,37,0.622,9,24,0.375,17,26,0.654,7,28,35,14,2,4,12,24,90,12520177,1
4835,boston-university,225,32,61,0.525,23,37,0.622,9,24,0.375,17,26,0.654,7,28,35,14,2,4,12,24,90,29,60,0.483,16,32,0.5,13,28,0.464,18,32,0.563,8,27,35,18,9,1,12,23,89,12520177,0
4836,cal-state-northridge,200,30,49,0.612,26,36,0.722,4,13,0.308,14,20,0.7,7,31,38,22,4,1,19,17,78,24,67,0.358,19,46,0.413,5,21,0.238,4,10,0.4,15,16,31,9,10,0,13,20,57,12520178,0
4837,california-santa-barbara,200,24,67,0.358,19,46,0.413,5,21,0.238,4,10,0.4,15,16,31,9,10,0,13,20,57,30,49,0.612,26,36,0.722,4,13,0.308,14,20,0.7,7,31,38,22,4,1,19,17,78,12520178,1
